isr get called!
Received command: GET_LINKED_LIST
Sending 146 linked list entries...
00:00:00 1555.00 0
00:00:00 1507.00 0
00:00:00 1529.00 0
00:00:00 1573.00 0
00:00:00 1579.00 0
00:00:00 1505.00 0
00:00:00 1422.00 0
00:00:00 1367.00 0
00:00:00 1393.00 0
00:00:00 1401.00 0
00:00:00 1430.00 0
00:00:00 1415.00 0
00:00:00 1428.00 0
00:00:00 1386.00 0
00:00:00 1361.00 0
00:00:00 1509.00 0
00:00:00 1444.00 0
00:00:00 1242.00 0
00:00:00 1254.00 0
00:00:00 1253.00 0
00:00:00 1615.00 0
00:00:00 2728.00 0
00:00:00 2767.00 0
00:00:00 2763.00 0
00:00:00 2764.00 0
00:00:00 2760.00 0
00:00:00 2758.00 0
00:00:00 2760.00 0
00:00:00 2763.00 0
00:00:00 2760.00 0
00:00:00 2761.00 0
00:00:00 2759.00 0
00:00:00 2756.00 0
00:00:00 2762.00 0
00:00:00 2759.00 0
00:00:00 2765.00 0
00:00:00 2766.00 0
00:00:00 2762.00 0
00:00:00 2764.00 0
00:00:00 2761.00 0
00:00:00 2764.00 0
00:00:00 1806.00 0
00:00:00 286.00 0
00:00:00 246.00 0
00:00:00 247.00 0
00:00:00 284.00 0
00:00:00 311.00 1
00:00:00 356.00 1
00:00:00 0.00 1
00:00:00 424.00 1
00:00:00 444.00 1
00:00:00 458.00 1
00:00:00 473.00 1
00:00:00 491.00 0
00:00:00 517.00 0
00:00:00 0.00 0
00:00:00 541.00 1
00:00:00 553.00 1
00:00:00 0.00 1
00:00:00 595.00 1
00:00:00 610.00 1
00:00:00 659.00 0
00:00:00 680.00 0
00:00:00 0.00 0
00:00:00 722.00 1
00:00:00 723.00 1
00:00:00 0.00 1
00:00:00 751.00 1
00:00:00 766.00 1
00:00:00 802.00 0
00:00:00 2676.00 0
00:00:00 0.00 0
00:00:00 2759.00 0
00:00:00 2760.00 0
00:00:00 2757.00 0
00:00:00 2762.00 0
00:00:00 2760.00 0
00:00:00 2761.00 0
00:00:00 2762.00 0
00:00:00 2762.00 0
00:00:00 2761.00 0
00:00:00 2763.00 0
00:00:00 2761.00 0
00:00:00 2761.00 0
00:00:00 2762.00 0
00:00:00 2762.00 0
00:00:00 2762.00 0
00:00:00 2761.00 0
00:00:00 2761.00 0
00:00:00 2759.00 0
00:00:00 2762.00 0
00:00:00 2761.00 0
00:00:00 2761.00 0
00:00:00 2762.00 0
00:00:00 2763.00 0
00:00:00 2762.00 0
00:00:00 2760.00 0
00:00:00 2761.00 0
00:00:00 2761.00 0
00:00:00 2761.00 0
00:00:01 2765.00 0
00:00:01 2759.00 0
00:00:01 2765.00 0
00:00:01 2764.00 0
00:00:01 2765.00 0
00:00:01 2761.00 0
00:00:01 2761.00 0
00:00:01 2763.00 0
00:00:01 2761.00 0
00:00:01 2758.00 0
00:00:01 2763.00 0
00:00:01 2553.00 0
00:00:01 1047.00 0
00:00:01 1037.00 0
00:00:01 952.00 0
00:00:01 960.00 0
00:00:01 965.00 0
00:00:01 976.00 0
00:00:01 977.00 0
00:00:01 990.00 0
00:00:01 1006.00 0
00:00:01 1036.00 0
00:00:01 1044.00 0
00:00:01 1064.00 0
00:00:01 1062.00 0
00:00:01 1046.00 0
00:00:01 1050.00 0
00:00:01 1065.00 0
00:00:01 1103.00 0
00:00:01 1234.00 0
00:00:01 1239.00 0
00:00:01 1184.00 0
00:00:01 1164.00 0
00:00:01 1166.00 0
00:00:01 1162.00 0
00:00:01 1185.00 0
00:00:01 1588.00 0
00:00:01 2752.00 0
00:00:01 2764.00 0
00:00:01 2760.00 0
00:00:01 2763.00 0
00:00:01 2760.00 0
00:00:01 2762.00 0
00:00:01 2764.00 0
00:00:01 2763.00 0
00:00:01 2761.00 0
